LOT_SQFT,YR_BUILT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL_None,REMODEL_Recent,TOTAL_VALUE
3838,1935,1891,1200,2,5,3,1,0,1,0,1,0,308
6531,1955,3216,1716,1.5,7,3,2,0,1,1,1,0,416.6
12246,1900,4138,2414,2,11,4,2,1,1,0,0,1,579.5
7200,1927,3207,1930,2,7,3,1,1,1,1,0,1,480
4823,1920,3475,1456,1,8,3,1,0,1,1,1,0,352.8
5206,1994,2482,1576,2,6,3,2,1,1,1,0,1,478.8
5500,1920,2377,1350,2,6,3,1,0,1,0,1,0,359.6
10000,1890,4458,2762,2,12,6,2,1,1,0,0,1,505.3
5500,1928,2098,960,1,5,2,1,0,1,1,1,0,321.4
15900,1925,5642,3404,2.5,9,3,3,0,1,3,0,1,778.2
4300,1955,1921,1272,2,5,3,1,1,1,1,1,0,346.1
15039,1910,4033,2233,2,10,7,2,0,1,0,1,0,504.5
5499,1952,2803,1247,1,5,3,2,0,1,1,1,0,326.9
3812,1931,2216,1352,2,8,3,1,1,1,1,0,1,346.9
10500,1920,5883,3046,2,9,3,1,1,1,1,1,0,626.7
5250,1900,3269,1842,2,7,4,1,1,1,0,0,1,410
8233,1900,6109,3802,2.5,10,6,2,0,1,1,1,0,576.2
14375,1930,2697,1750,2,7,3,1,1,1,1,0,1,485.6
11048,1880,5657,3301,2,8,4,1,1,1,0,1,0,598
6199,1956,2654,1459,1.5,7,3,1,1,1,1,1,0,378.4
7170,1930,3744,2130,2,10,4,1,1,1,1,1,0,518.9
5000,1910,2903,1840,2,8,4,2,0,1,0,1,0,402.3
5000,1900,3170,1767,2,6,3,1,0,1,1,1,0,384.7
3787,1924,2236,1456,2,8,3,2,1,1,0,1,0,368
5171,1994,3352,1872,2,7,3,2,1,1,1,1,0,496.1
5000,1910,2636,1473,2,6,3,1,1,1,0,1,0,354
6000,1948,2466,1470,2,6,3,1,1,1,1,1,0,414.5
11200,1920,4562,2808,2,9,5,4,0,1,0,0,1,661.8
12927,1920,3303,1818,2,8,4,1,1,1,0,1,0,598.1
6041,1950,2488,1075,1,5,2,1,0,1,1,1,0,346.8
6000,1864,4473,2530,2,8,3,1,1,1,0,1,0,484.6
5867,1954,3002,1459,1.5,7,3,2,0,1,1,1,0,348.9
13889,1910,4811,2770,2,8,4,1,1,1,2,1,0,538.4
10836,1983,4520,2532,1.5,10,5,2,1,2,0,0,1,534
4875,1910,3020,2007,2,9,4,1,1,1,0,0,1,445.6
4599,1900,2861,1790,2,7,4,2,0,1,1,0,0,377.6
7820,1930,4169,2374,2,9,5,2,1,1,1,0,0,671.9
5500,1920,3384,1456,1,6,2,1,0,1,1,1,0,342.7
26825,1851,8037,3527,2,9,4,2,1,1,1,1,0,705.4
3762,1940,2184,1344,2,7,3,1,1,1,0,0,1,348.3
7867,1960,2461,2004,1,8,4,1,1,1,1,1,0,446.2
6765,1956,2356,1361,2,7,3,1,1,1,1,0,0,445.7
6592,1950,2592,1530,1.5,7,3,1,0,1,1,1,0,390.4
5760,1920,3923,2184,2,7,4,1,1,1,1,1,0,449.4
5235,1920,2548,1372,1.5,9,4,2,0,1,0,1,0,342.4
5185,1909,2646,1698,2,6,3,1,0,1,0,1,0,368.9
4875,1910,2444,1439,2,7,4,1,1,1,0,1,0,343
7400,1920,4108,2329,2,8,4,1,1,1,1,1,0,448
10000,1872,4140,2490,2,10,4,2,1,1,0,0,1,475.3
5535,1955,2702,1414,1.5,6,3,1,2,1,1,1,0,364
9030,1804,3541,2060,2,9,4,1,1,1,0,0,1,474.1
3975,1877,2585,1444,2,8,3,1,1,1,0,1,0,326.8
4487,1920,4021,1980,2,9,4,1,1,1,1,1,0,456.8
3850,1939,2355,1379,2,7,3,1,1,1,1,1,0,359.8
9072,1820,1742,1298,2,7,4,2,0,1,0,0,0,347.8
6215,1960,2402,1323,2,6,3,1,1,1,2,1,0,399.2
7330,1966,2712,1590,2,7,4,1,1,1,1,1,0,417.7
12080,1899,3939,2265,2,12,5,2,1,1,1,0,1,567.9
2466,1947,3631,1712,1,7,2,1,1,1,1,0,0,422.1
5500,1950,2164,1040,1,5,2,1,0,1,1,1,0,300.4
10000,1880,3595,2174,2,9,4,1,1,1,0,1,0,459.1
6856,1954,2733,1414,1.5,6,3,1,1,1,1,1,0,353.2
10500,1898,3591,2193,2,8,4,1,1,1,1,1,0,548.1
6329,1942,2956,1393,1,7,3,3,0,1,1,0,1,415.8
10720,1900,4282,2361,2,8,4,2,0,1,0,0,0,574.4
3712,1926,2459,1425,2,6,3,1,1,1,1,1,0,328.9
5810,1984,1750,1078,2,5,2,1,1,1,0,1,0,309.6
5050,1955,2748,1414,1.5,6,2,1,1,1,1,1,0,339
10000,1906,4392,2806,2.5,11,5,2,0,1,1,1,0,526.3
6980,1900,4144,2213,2,9,4,3,0,1,1,1,0,478.2
4400,1963,2189,1058,1,8,4,1,1,1,2,1,0,363.5
5500,1910,3584,2016,2,10,3,1,1,1,1,1,0,458.8
6728,1910,3616,2032,2,8,3,1,1,1,1,1,0,433.2
8830,1900,3068,2130,2,8,4,1,1,1,0,0,1,432.6
10569,1890,4653,2412,2,8,3,1,1,1,1,1,0,484.3
13950,1920,4173,2278,2,9,5,2,0,1,1,1,0,511.3
4900,1929,2597,1568,2,7,3,1,0,1,0,1,0,336.3
6100,1864,3934,2205,2,8,3,1,1,1,0,1,0,400.9
7610,1950,3068,1290,1,5,2,1,2,1,2,1,0,417.3
5500,1924,3212,1456,1,9,3,2,1,1,1,1,0,367
6375,1934,2130,1372,2,7,3,1,0,1,0,1,0,332.4
3750,1923,2754,1859,2,8,3,2,0,1,1,0,1,442.3
5516,1900,4380,2442,2,8,5,2,0,1,0,1,0,433.8
6750,1880,2431,1536,2,7,3,1,1,1,1,1,0,357.6
8979,1900,3123,1904,2,8,4,2,0,1,0,0,0,394
3687,1939,2247,1349,2,8,3,1,1,1,1,1,0,337.1
5714,1984,1750,1078,2,5,3,1,1,1,0,1,0,314.9
7178,1915,4038,2164,2,9,6,1,1,1,1,1,0,446.3
4534,1930,2250,900,1,5,2,1,0,1,0,1,0,313
5201,1920,3544,1920,2,7,4,1,1,1,1,1,0,480.4
5962,1900,3329,1661,2,6,2,1,0,1,0,1,0,386.7
5036,1954,2393,1160,1,5,3,1,0,1,1,1,0,307.5
10569,1901,4760,2933,2,11,5,3,0,1,1,1,0,645.7
6065,1905,3100,1942,2,7,3,1,0,1,0,1,0,370
3936,1954,2712,1272,1,6,3,1,1,1,1,1,0,354.6
5643,1954,2697,1459,1.5,6,2,1,1,1,1,1,0,348.7
5500,1925,2376,1365,2,8,3,1,0,1,1,1,0,356.9
6999,1912,2888,1556,2,8,4,1,1,1,1,1,0,362.1
6163,1950,2520,1260,1,6,2,1,0,1,1,1,0,330.5
6375,1887,3799,1926,2,9,5,1,1,1,0,0,1,444.6
3338,1954,2328,1090,1,5,3,1,0,1,1,1,0,286.9
3662,1940,2400,1400,2,7,3,1,0,1,0,1,0,304.4
7250,1880,4753,2319,2,9,4,2,1,1,0,0,1,465.7
5139,1900,3354,1960,1.5,8,4,1,1,1,1,1,0,409.6
10708,1888,4418,2257,2,9,3,2,1,1,1,1,0,523.1
7975,1938,3680,2024,2,7,4,2,1,1,1,0,1,614.6
4725,1993,2620,1632,2,7,3,1,1,1,1,1,0,386.8
15690,1890,5052,2780,2,11,6,2,0,1,1,1,0,560.2
5351,1930,3292,1843,2,8,4,1,1,1,1,1,0,427.1
3800,1920,2779,1585,2,8,3,1,0,1,0,1,0,374.7
5500,1915,3159,1769,2,7,4,1,1,1,1,1,0,381
6000,1959,2148,1064,1,5,2,1,0,1,1,1,0,308.9
8637,1950,5242,2246,1,7,2,1,1,1,2,1,0,590.2
4412,1929,2551,1404,2,6,3,1,0,1,0,1,0,333.4
5304,1955,2379,1189,1,6,3,1,1,1,1,1,0,311.4
3700,1950,2304,1120,1,6,3,1,1,1,0,1,0,336.7
19015,1899,3575,2921,2,9,5,3,1,1,3,1,0,649.6
6375,1887,3288,1917,2,7,6,1,1,1,0,0,1,453.5
7293,1920,2749,1553,2,8,4,1,1,1,0,0,0,376.4
3637,1940,2332,1464,2,7,3,1,1,1,0,1,0,343
6041,1950,2486,1148,1,6,2,1,0,1,1,1,0,366.5
10405,1900,3684,1956,2,8,3,1,1,1,1,1,0,454.5
6045,1900,2250,1360,2,7,3,1,1,1,1,1,0,376.4
5718,1912,2382,1406,2,7,4,2,0,1,0,1,0,386.1
7875,1890,4203,2408,2,8,4,2,0,1,0,1,0,413.9
9716,1864,3428,2036,2,9,4,1,1,1,0,0,1,460.1
10150,1900,5977,3393,2,10,7,2,2,1,1,0,1,713.3
7325,1920,2319,1541,2,7,3,1,0,1,1,1,0,375.9
8631,1907,5722,3250,2,12,5,2,1,1,2,1,0,730.1
5500,1920,3731,2344,2,7,3,2,1,1,1,0,1,493.68
8040,1886,5406,3112,2,12,4,1,1,1,1,1,0,599.7
5554,1930,3004,1488,2,6,3,1,1,1,1,1,0,420.1
4479,1907,4023,2324,2,9,3,1,1,1,1,1,0,488
6375,1887,3576,1946,2,7,5,2,1,1,1,1,0,571.4
4779,1955,2680,1414,1.5,6,3,1,1,1,1,1,0,349.5
5000,1955,1976,988,1,5,3,1,1,1,1,1,0,300.4
3612,1931,2674,1576,2,6,3,1,1,1,1,1,0,342.1
7154,1895,3053,1622,2,8,3,1,1,1,0,1,0,382.7
11714,1900,3305,2041,1.5,7,3,1,1,1,0,0,1,533.7
4205,1930,2396,1472,2,7,4,1,0,1,1,1,0,366.2
5682,1930,4368,2039,1,9,4,2,0,1,0,1,0,385.6
6300,1950,2594,1237,1,5,2,1,1,1,1,1,0,321.3
5261,1900,5301,2773,2,9,4,1,1,1,1,0,1,537.4
3800,1930,1956,936,1,5,2,1,0,1,0,1,0,269.2
4622,1925,4100,2303,2,7,3,2,1,1,2,0,0,457.6
5500,1932,3410,1383,1,9,4,2,0,1,1,0,1,386.1
8125,1910,3054,1988,2,6,3,1,0,1,1,0,0,414.5
7740,1988,2950,1700,2,7,3,2,2,1,1,1,0,449.9
4350,1932,2605,1464,2,7,3,1,0,1,1,1,0,396.2
9643,1910,4246,2485,2,9,5,2,0,1,1,1,0,511.6
11700,1880,4521,2642,2,10,4,1,1,1,1,1,0,534.2
6375,1895,4478,2588,2,11,5,1,0,1,0,1,0,416.3
9503,1910,2518,1258,1.5,6,3,2,0,1,1,0,1,390.4
3662,1929,1900,925,1,5,2,1,0,1,0,0,0,295.8
7471,1950,3566,2166,2,6,4,2,0,1,0,1,0,439.5
6250,1889,2628,1516,2,6,2,1,1,1,0,1,0,339.1
9126,1963,3570,2122,2,8,3,1,1,1,2,1,0,553.8
5000,1958,2148,936,1,4,2,1,0,1,1,1,0,310.5
10498,1920,2848,1776,2,8,3,2,0,1,0,0,0,455.1
12606,1880,4031,2070,2,9,4,1,1,1,1,1,0,470.9
10416,1900,4510,2840,2,8,4,1,1,1,1,1,0,545.1
4524,1930,2567,1664,2,8,4,1,1,1,0,1,0,359.9
3800,1965,2112,1056,1,5,2,1,0,1,1,1,0,261.7
10167,1910,4928,2821,2,9,5,2,1,1,1,0,1,618.4
8400,1905,3072,1946,2,7,4,1,0,1,0,1,0,422.5
6100,1900,3066,1871,2,7,4,1,1,1,1,1,0,375
5500,1920,3056,1383,1,5,2,1,0,1,0,1,0,318
4650,1930,3090,1632,2,8,4,2,1,1,1,1,0,383.3
6375,1880,2014,1271,2,6,3,1,1,1,0,1,0,319.1
6375,1964,2592,1387,1.5,6,2,2,1,1,1,1,0,328.4
2691,1925,3069,1733,2,8,4,1,1,1,0,1,0,336.4
5244,1887,3899,2298,2,9,4,1,1,1,1,0,1,577.1
5369,1922,2525,1550,2,6,3,1,0,1,2,1,0,411
3800,1909,2028,912,1,5,3,1,0,1,1,1,0,300.8
4068,1929,2060,988,1,5,2,1,1,1,0,1,0,267.5
12198,1920,2812,1760,2,7,4,2,0,1,0,0,1,434.2
10085,1892,5975,3355,2,10,3,2,1,1,2,1,0,624.5
5120,1952,3066,1416,1,6,3,1,0,1,1,1,0,313.3
6250,1900,4213,2477,2,10,3,1,1,1,1,1,0,439.1
4794,1955,2647,1414,1.5,5,2,1,1,1,1,1,0,322.3
6293,1925,2594,1297,1,6,3,1,0,1,0,1,0,349.2
11700,1900,3807,2220,2,7,3,1,1,1,1,0,1,624.9
9951,1949,3977,2534,2,8,4,2,1,1,2,1,0,565.4
3680,1920,3044,1762,2,9,3,1,1,1,0,1,0,361.8
3800,1930,3326,1492,1,6,3,1,0,1,1,1,0,353.6
4950,1920,2413,1550,2,6,2,1,0,1,1,1,0,377.6
5500,1955,2820,1503,1.5,7,4,2,0,1,1,1,0,369.5
8705,1930,2862,1798,2,7,4,1,1,1,1,1,0,475.3
6375,1910,2802,1794,2,7,3,1,1,1,0,1,0,384
7981,1910,4538,2481,2,9,3,3,1,1,1,1,0,485.1
11354,1910,4740,2670,2,10,5,3,1,1,1,0,0,676.2
3800,1930,2084,1000,1,5,2,1,0,1,1,1,0,264.5
5275,1960,3136,1395,1,7,3,1,1,1,1,1,0,361.2
6145,1938,2493,1402,2,7,3,1,1,1,1,1,0,380.1
3120,1920,2320,1364,2,7,3,1,0,1,0,0,1,340.4
7589,2006,4856,3245,1.5,10,5,3,1,1,2,1,0,741.9
4406,1930,1968,950,1,5,2,1,0,1,0,1,0,286.3
7906,1960,2232,1056,1,5,2,1,0,1,1,1,0,385.4
5756,1930,2384,1500,2,8,4,1,0,1,0,1,0,418.4
6080,1931,2752,1461,1.5,6,2,1,1,1,1,1,0,363.1
3800,1915,3901,1607,1,8,4,1,1,1,1,1,0,386.8
3770,1914,3162,1752,2,7,4,1,1,1,0,0,1,386.6
4000,1895,3092,1698,2,8,3,1,1,1,0,1,0,365.8
5400,1930,2409,1550,2,6,3,1,0,1,0,1,0,372.7
5096,1906,4724,2674,2,8,4,1,1,1,1,1,0,482.8
14230,1960,2079,1014,1,6,2,1,1,1,1,1,0,397.2
3512,1955,1724,792,1,6,3,1,1,1,1,1,0,279.8
5500,1924,2090,950,1,5,2,1,0,1,1,1,0,300.4
6375,1910,3212,1383,1,6,3,1,0,1,1,1,0,338.7
5000,1945,2408,1314,2,8,3,1,1,1,1,1,0,370.1
2755,1920,2694,1710,2,6,3,1,1,1,0,0,1,356.6
4556,1935,3139,1680,1.5,6,3,2,0,1,1,0,1,343.5
5244,1920,2554,1585,2,9,3,1,1,1,0,1,0,398.5
5505,1900,5806,3626,2,14,7,3,1,1,2,0,1,721.6
5732,1900,3818,2113,2,9,5,1,0,1,1,1,0,535
10731,1910,4256,2371,2,9,5,2,1,1,1,1,0,555.9
6000,1940,2474,1514,2,7,3,1,1,1,2,1,0,397
4950,1930,2832,1752,2,8,3,2,1,1,1,1,0,396.7
6000,1930,1934,1050,1,5,2,1,0,1,1,1,0,293.1
6159,1920,2816,1705,2,9,5,1,0,1,0,0,0,375
7500,1887,2796,1648,2,7,3,1,1,1,1,1,0,387.8
6457,1962,2488,1581,2,6,3,1,1,1,1,1,0,401.3
8960,1910,4792,2767,2,8,5,2,2,1,2,0,0,562.9
4651,1924,2628,1600,2,6,3,1,1,1,0,1,0,338.1
5398,1930,3166,1428,1,5,2,1,0,1,0,1,0,344.5
5500,1922,2593,1565,2,6,3,2,1,1,1,1,0,409.2
6000,1931,2292,1146,1,5,2,1,0,1,1,1,0,292.6
12190,1965,2984,1908,2,9,4,2,0,1,1,1,0,468.4
3290,1910,3636,1971,2,8,4,1,0,1,1,1,0,402.8
9500,1925,2597,1542,2,7,3,1,0,1,1,1,0,355.9
2614,1910,3580,2090,2,7,3,1,1,1,0,1,0,364.9
11690,1960,2240,988,1,5,2,1,1,1,1,1,0,388.3
6000,1890,2850,1639,2,7,3,2,1,1,1,1,0,383.1
12642,1890,5494,3015,2,9,5,2,0,1,0,1,0,580.6
4019,1903,3757,2007,2,10,4,2,1,1,0,1,0,384.2
8950,1865,3112,1872,2,6,2,1,1,1,0,0,1,491.9
4780,1899,3262,1937,2,8,5,1,0,1,1,1,0,405.6
4848,1929,2210,1351,2,7,3,1,1,1,1,1,0,325.7
5500,1910,3308,1850,2,7,3,1,2,1,0,0,1,454.8
9008,1910,5121,2927,2,10,4,2,0,1,1,1,0,559.5
6250,1925,3499,1859,2,7,4,1,0,1,0,1,0,386.4
11550,1900,4989,3245,2.5,9,4,3,1,1,2,1,0,683.1
5000,1920,2518,1458,2,7,3,1,1,1,1,1,0,367.3
4305,1920,2264,1380,2,6,3,1,0,1,0,1,0,341.3
6637,1960,3308,2050,2,8,4,2,1,1,1,1,0,447
5370,1954,1986,1274,2,6,3,1,0,1,1,0,1,363
5305,1910,6304,3331,2,8,4,1,1,1,3,1,0,500.6
9080,1935,4298,2514,2,8,4,3,1,1,1,1,0,582.9
5008,1960,3100,1404,1,7,2,1,0,1,1,0,1,375.2
5500,1920,3551,1918,2,7,4,1,1,1,1,1,0,396.6
6375,1880,4142,2548,2.5,9,4,2,1,1,0,0,0,566.3
4524,1897,3389,1533,1,7,3,1,0,1,1,1,0,329.1
5500,1920,2835,1544,1.5,6,2,1,1,1,1,1,0,349.4
10510,1925,4580,2567,2,10,5,1,1,1,1,0,0,513
6110,1955,2612,1322,1.5,6,3,2,0,1,1,1,0,342
5469,1925,2001,950,1,6,2,1,0,1,1,1,0,304.2
3550,1930,1833,1152,2,6,3,1,0,1,0,1,0,306.5
4394,1910,2484,1500,2,7,4,1,1,1,0,1,0,340.4
6375,1880,4033,2522,2,8,3,1,1,1,2,0,1,477.1
6308,1960,3044,1810,2,8,2,1,1,1,0,1,0,394.1
5500,1930,2200,1328,2,7,3,1,0,1,1,1,0,350.4
6265,1935,3369,1399,1,7,4,1,0,1,0,1,0,346.4
4000,1930,2182,912,1,5,2,1,0,1,1,1,0,295.4
5163,1930,2052,974,1,5,2,1,1,1,1,1,0,304.1
9250,1880,3509,1884,2,7,4,1,0,1,0,1,0,437.8
8280,1910,4979,3039,2,9,3,2,0,1,2,1,0,531.7
6831,1900,3152,1568,2,9,4,2,0,2,1,1,0,405.6
9904,1910,5074,2860,2,10,6,1,1,1,0,1,0,537.6
6700,1870,4906,2774,2,9,4,2,1,1,1,1,0,486.9
9425,1900,4455,2838,2.5,10,6,2,1,1,1,0,1,595.2
4000,1934,3050,1550,1.5,6,3,1,1,1,0,1,0,323.3
6349,1930,3556,1904,1.5,8,3,1,1,1,1,1,0,354.2
5469,1914,2927,1615,1.5,7,4,2,0,1,0,1,0,350.2
5097,1910,4142,2337,2,9,4,2,1,1,1,1,0,437
11204,1885,4749,2625,2,10,5,2,1,1,0,1,0,485.7
6375,1880,2611,1710,2,7,3,1,1,1,0,1,0,402.6
4000,1925,1954,912,1,5,2,1,0,1,0,1,0,281.6
16576,1920,7187,4288,2,14,8,3,0,1,2,1,0,740.6
5500,1938,2612,1586,2,7,3,1,0,1,1,1,0,350.3
6258,1956,2577,1082,1,6,2,1,0,1,1,0,0,329.3
4345,1920,2772,1758,2,8,4,1,1,1,0,1,0,377.6
5202,1925,3983,1529,1,8,4,1,1,1,1,0,1,419.1
5942,1910,3653,2294,2,9,5,2,0,1,0,1,0,459.9
6353,1915,3720,1792,2,6,3,1,1,1,1,0,1,464.3
5888,1915,4298,2370,2,7,3,1,0,1,1,1,0,511.2
6625,1880,4074,2349,2,13,6,1,2,1,0,1,0,462.2
9625,1909,4426,2684,2.5,9,6,1,1,1,1,0,1,607.2
4000,1925,1898,912,1,5,2,1,0,1,0,1,0,271.1
5000,1950,1996,828,1,4,2,1,0,1,1,1,0,296.8
5469,1928,2948,1330,1,8,3,1,0,2,1,1,0,333.7
7150,1920,5164,2989,2,10,5,2,1,1,1,1,0,532.9
13830,1986,3927,2344,2,7,3,2,1,1,1,1,0,606.4
4594,1920,2740,1527,2,6,3,1,0,1,0,1,0,354.4
4000,1930,3026,1658,1.5,8,3,2,1,1,0,0,0,350.1
5500,1930,2253,1350,2,6,3,1,1,1,1,1,0,361
6128,1929,3119,1420,1,6,3,1,0,1,0,1,0,327.1
4800,1900,5232,3153,2,8,3,2,1,1,1,0,1,562.5
6251,1986,2040,1296,2,5,3,1,1,1,1,1,0,387.7
6480,1910,4328,2502,2,8,5,2,0,1,1,1,0,500.6
6625,1880,2938,1900,2,6,3,1,0,1,0,1,0,385.6
5465,1940,3141,1420,1,5,2,1,0,1,1,1,0,331.2
9825,1900,5804,2854,2.5,10,6,3,1,1,1,0,1,663.1
7169,1914,3835,2290,2,7,4,2,1,1,1,1,0,527.8
4000,1925,1890,888,1,5,2,1,0,1,1,1,0,270.7
4397,1912,4055,2566,2,9,5,2,1,1,0,0,1,493.6
4806,1875,2738,1314,1.5,6,3,1,0,1,0,1,0,312.5
7382,1957,2686,1599,2,7,3,1,1,1,1,1,0,396.9
6650,1915,4315,2374,2,7,3,2,0,1,1,0,1,554.9
3800,1920,2044,912,1,6,3,2,0,1,0,1,0,290.2
5000,1923,1912,912,1,5,2,1,0,1,0,1,0,292.5
7476,1910,2714,1658,2,8,3,2,1,1,1,0,1,496.9
6775,1915,4026,2220,2,7,3,1,1,1,1,1,0,498.7
6244,1958,2040,960,1,5,2,1,0,1,0,1,0,295
10400,1910,3194,1874,2,8,3,1,1,1,2,1,0,518.5
6080,1930,2104,941,1,5,2,1,0,1,0,1,0,275
5469,1925,2145,1352,2,8,2,1,1,1,1,0,1,397.4
4413,1920,2415,1394,2,7,3,2,0,1,0,1,0,340.6
10025,1910,4344,2501,2,9,5,2,1,1,1,0,0,527.6
3800,1934,3248,1795,1.5,8,3,2,0,1,0,0,0,333.8
3500,1930,2020,1284,2,7,3,1,1,1,0,1,0,302.9
5497,1925,2283,1032,1,7,3,1,0,1,1,1,0,316.8
6375,1887,3220,1766,2.5,6,3,1,1,1,0,1,0,389.3
10370,1910,3376,1944,2,8,4,1,1,1,1,1,0,536.9
3800,1920,2002,912,1,5,2,1,0,1,0,1,0,282.5
5500,1950,3116,1291,1,6,3,1,1,1,1,1,0,346.3
6480,1920,3119,1729,2,7,3,1,1,1,0,0,1,510.2
6222,1910,3599,2024,2,6,3,2,1,1,0,0,1,564.5
6157,1910,2800,1620,2,6,3,1,0,1,1,0,0,379.1
4063,1920,2538,1489,2,7,3,2,0,1,0,0,1,433.4
14130,1900,3114,1701,1.5,7,4,2,0,1,0,1,0,405.6
13113,1909,6244,3176,2,12,6,2,1,1,1,1,0,713.1
10119,1880,3437,1900,2,9,5,1,0,1,0,1,0,453.1
5469,1928,2208,1350,2,6,3,1,0,1,0,1,0,343.9
6237,1958,2040,960,1,5,2,1,0,1,0,1,0,288.3
8580,1890,4256,2457,2,7,3,1,1,1,1,0,1,586.3
3800,1920,2288,1104,1,5,2,1,0,1,0,1,0,280.2
5491,1903,2838,1764,2,7,4,1,0,1,1,1,0,382.5
8386,1900,5178,2940,2,9,4,1,1,1,1,1,0,515.1
6180,1910,5181,2729,2,9,4,1,1,1,2,1,0,489.9
3800,1929,2202,1056,1,5,2,1,0,1,0,1,0,276.7
6173,1920,2116,1352,2,6,2,1,0,1,1,1,0,340.1
7591,1887,3064,1959,2.5,7,4,1,1,1,1,1,0,418.1
4000,1917,2700,1710,2,7,3,1,1,1,0,1,0,349
5000,1950,2448,1306,1.5,6,3,2,0,1,1,1,0,350.7
5500,1955,2749,1192,1,8,3,2,0,1,1,1,0,369.6
5469,1925,2602,1600,2,7,4,1,0,1,1,1,0,338.8
5600,1900,3322,1896,2,8,4,1,0,1,1,1,0,390.4
7938,1910,4042,2193,2,8,4,1,1,1,0,0,1,578.9
6250,1880,3898,2282,2,7,4,1,0,1,0,1,0,404.3
8016,1910,4402,2594,2,10,4,2,1,1,1,0,1,530
4000,1912,2504,1392,2,6,3,1,1,1,0,1,0,350.5
3800,1920,2210,1056,1,5,2,1,0,1,0,1,0,277.9
5500,1929,2980,1842,2,7,4,1,1,1,0,1,0,376.6
5785,1910,4270,2678,2.5,10,5,2,1,1,1,0,0,553.7
6781,1885,3969,2224,2,8,5,2,1,1,1,0,1,508.6
10000,1910,5110,3192,2,9,5,1,1,1,1,1,0,634.9
7600,1915,3404,1745,2,8,3,1,1,1,0,1,0,406.8
6190,1953,2400,1306,1.5,6,2,2,0,1,1,1,0,345.3
5469,1936,2172,1336,2,6,3,1,1,1,1,0,0,341.6
6435,1918,3410,2039,2,8,4,1,0,1,1,1,0,392.7
6600,1905,3690,2012,2,8,3,2,1,1,0,1,0,491.9
4725,1900,4476,2407,2,8,3,1,1,1,0,0,1,467.6
9775,1910,3373,2459,2,10,4,1,1,1,0,0,1,581.5
4038,1920,1776,864,1,5,2,1,0,1,1,1,0,277.1
4381,1956,2050,1025,1,7,3,2,0,1,1,0,1,351.9
5710,1914,3373,2057,2,7,4,1,1,1,0,1,0,383.8
6531,1953,2700,1260,1,6,3,1,1,1,1,1,0,341.8
7128,1870,3828,2412,2,9,4,1,1,1,1,1,0,471
7890,1920,2864,1523,1.5,6,2,1,0,1,0,1,0,388
5500,1927,3404,1578,1,7,3,2,1,1,1,1,0,399.6
4250,1900,2042,1040,1.5,6,3,1,0,1,0,0,1,309
8135,1910,3716,2144,2,8,5,1,1,1,1,0,1,476.6
4037,1930,1808,886,1,5,2,1,0,1,0,1,0,256.9
5500,1910,2674,1654,2,6,3,1,0,1,1,0,1,399.5
7672,1915,2880,1750,2,8,3,1,1,1,1,1,0,463.4
3800,1950,2328,1090,1,6,3,1,0,1,1,1,0,302.6
3845,1930,2184,1002,1,5,2,1,0,1,0,1,0,263.3
5590,1935,2678,1490,2,8,3,1,0,1,1,1,0,381.3
5469,1925,2602,1521,2,7,4,1,0,1,1,1,0,370.9
4000,1917,2754,1588,2,7,4,1,0,1,0,0,1,344.3
6207,1950,2384,1075,1,6,3,1,1,1,1,1,0,351.1
7633,1910,4959,2633,2,9,6,1,1,1,1,1,0,550.6
6500,1880,6459,3857,2,9,6,1,0,1,1,1,0,631
19630,1910,6565,3374,2,12,4,3,1,1,4,0,1,873
8232,1910,5574,2978,2,9,5,2,0,1,1,0,1,596.1
5700,1950,3327,1836,1.5,8,4,2,0,1,0,0,1,401
7183,1885,2675,1648,2,7,4,1,0,1,0,1,0,374.3
8430,1910,5338,2957,2,9,4,3,0,1,1,1,0,672.8
2992,1956,2553,1403,1.5,6,3,1,0,1,1,0,1,345.7
4263,1940,2550,1627,2,7,4,1,0,1,0,1,0,334.7
3842,1937,2228,1102,1,8,3,2,0,1,0,1,0,270.8
5755,1910,4565,2722,2,10,5,2,0,1,2,0,0,540.9
4006,1925,2863,1330,1,7,2,2,0,1,1,0,1,338.2
5468,1928,3780,2719,2,9,4,2,1,1,0,0,1,507.5
5800,1915,3298,1688,2,7,3,1,1,1,1,1,0,387.1
5500,1951,3240,1920,2,8,4,2,0,1,1,0,1,408.8
5069,1950,2304,1306,1.5,6,3,1,0,1,1,0,0,355.2
8333,1910,6020,3558,2.5,11,6,2,0,1,1,0,0,655.6
3800,1959,2168,1017,1,5,2,1,0,1,0,1,0,286.5
5500,1953,2248,985,1,5,2,1,0,1,1,1,0,316.8
6089,1965,1905,1225,2,6,3,1,1,1,1,1,0,339.3
19180,1918,6565,3564,2.5,11,4,2,2,1,0,1,0,718.2
7156,1895,2750,1616,2,6,3,1,0,1,0,1,0,385.6
6750,1910,4266,2309,2,9,4,3,1,1,2,1,0,501.1
9401,2002,6294,3495,2.5,8,4,2,1,1,1,1,0,762.5
6323,1920,3414,2108,2,7,4,2,0,1,1,0,0,536.5
12880,1910,4985,2833,2,8,5,2,1,1,1,0,1,691.1
5750,1910,6396,4188,2.5,10,4,3,0,1,3,0,1,691.3
